image name [1479424215880976321], angle_normal : tensor([[-1.5043]], device='cuda:0'), angle_fog : tensor([[-1.0901]], device='cuda:0'), diff: 0.4143
image name [1479424406914107229], angle_normal : tensor([[0.1037]], device='cuda:0'), angle_fog : tensor([[0.1642]], device='cuda:0'), diff: 0.0605
image name [1479424407914324203], angle_normal : tensor([[0.1953]], device='cuda:0'), angle_fog : tensor([[0.2609]], device='cuda:0'), diff: 0.0656
image name [1479424408914466274], angle_normal : tensor([[0.2840]], device='cuda:0'), angle_fog : tensor([[0.2409]], device='cuda:0'), diff: 0.0431
image name [1479424409916620701], angle_normal : tensor([[0.0546]], device='cuda:0'), angle_fog : tensor([[0.1833]], device='cuda:0'), diff: 0.1287
image name [1479424410915015791], angle_normal : tensor([[-0.4288]], device='cuda:0'), angle_fog : tensor([[0.1705]], device='cuda:0'), diff: 0.5993
image name [1479424411915302676], angle_normal : tensor([[0.1468]], device='cuda:0'), angle_fog : tensor([[0.3677]], device='cuda:0'), diff: 0.2209
image name [1479424412915556528], angle_normal : tensor([[-0.0294]], device='cuda:0'), angle_fog : tensor([[0.6204]], device='cuda:0'), diff: 0.6498
image name [1479424413919298699], angle_normal : tensor([[-0.0528]], device='cuda:0'), angle_fog : tensor([[-0.0899]], device='cuda:0'), diff: 0.0372
image name [1479424414915819806], angle_normal : tensor([[0.0032]], device='cuda:0'), angle_fog : tensor([[-0.0270]], device='cuda:0'), diff: 0.0302
image name [1479424415915917997], angle_normal : tensor([[0.1900]], device='cuda:0'), angle_fog : tensor([[-0.2358]], device='cuda:0'), diff: 0.4258
image name [1479424416916097443], angle_normal : tensor([[0.2390]], device='cuda:0'), angle_fog : tensor([[0.2115]], device='cuda:0'), diff: 0.0275
image name [1479424417916248374], angle_normal : tensor([[0.1426]], device='cuda:0'), angle_fog : tensor([[0.0145]], device='cuda:0'), diff: 0.1281
image name [1479424418916605973], angle_normal : tensor([[0.1582]], device='cuda:0'), angle_fog : tensor([[0.0759]], device='cuda:0'), diff: 0.0823
image name [1479424419916609551], angle_normal : tensor([[-0.1763]], device='cuda:0'), angle_fog : tensor([[-0.0278]], device='cuda:0'), diff: 0.1484
image name [1479424420916744749], angle_normal : tensor([[-0.3192]], device='cuda:0'), angle_fog : tensor([[-0.1284]], device='cuda:0'), diff: 0.1907
image name [1479424421916869754], angle_normal : tensor([[0.1900]], device='cuda:0'), angle_fog : tensor([[0.1337]], device='cuda:0'), diff: 0.0563
image name [1479424422917202823], angle_normal : tensor([[-0.2268]], device='cuda:0'), angle_fog : tensor([[-0.1086]], device='cuda:0'), diff: 0.1182
image name [1479424423917322326], angle_normal : tensor([[0.3036]], device='cuda:0'), angle_fog : tensor([[0.2209]], device='cuda:0'), diff: 0.0827
image name [1479424424917462952], angle_normal : tensor([[-0.1419]], device='cuda:0'), angle_fog : tensor([[-0.3158]], device='cuda:0'), diff: 0.1739
image name [1479424425917621434], angle_normal : tensor([[0.1400]], device='cuda:0'), angle_fog : tensor([[-0.0678]], device='cuda:0'), diff: 0.2078
image name [1479424426917899449], angle_normal : tensor([[0.0317]], device='cuda:0'), angle_fog : tensor([[0.0236]], device='cuda:0'), diff: 0.0082
image name [1479424427917924128], angle_normal : tensor([[0.1004]], device='cuda:0'), angle_fog : tensor([[0.0899]], device='cuda:0'), diff: 0.0105
image name [1479424428918189063], angle_normal : tensor([[-0.1892]], device='cuda:0'), angle_fog : tensor([[-0.2273]], device='cuda:0'), diff: 0.0381
image name [1479424429918336216], angle_normal : tensor([[0.0047]], device='cuda:0'), angle_fog : tensor([[-0.1448]], device='cuda:0'), diff: 0.1495
image name [1479424430918669755], angle_normal : tensor([[0.0153]], device='cuda:0'), angle_fog : tensor([[-0.0607]], device='cuda:0'), diff: 0.0760
image name [1479424431918810767], angle_normal : tensor([[0.0136]], device='cuda:0'), angle_fog : tensor([[-0.0398]], device='cuda:0'), diff: 0.0534
image name [1479424432921662614], angle_normal : tensor([[-0.0201]], device='cuda:0'), angle_fog : tensor([[-0.0536]], device='cuda:0'), diff: 0.0334
image name [1479424433919117598], angle_normal : tensor([[-0.0196]], device='cuda:0'), angle_fog : tensor([[0.1670]], device='cuda:0'), diff: 0.1865
image name [1479424434919198054], angle_normal : tensor([[0.0031]], device='cuda:0'), angle_fog : tensor([[0.0783]], device='cuda:0'), diff: 0.0752
image name [1479424435919645985], angle_normal : tensor([[0.0250]], device='cuda:0'), angle_fog : tensor([[-0.0996]], device='cuda:0'), diff: 0.1246
image name [1479424439139199216], angle_normal : tensor([[-0.1344]], device='cuda:0'), angle_fog : tensor([[-0.0687]], device='cuda:0'), diff: 0.0657
image name [1479424440139049683], angle_normal : tensor([[-0.1291]], device='cuda:0'), angle_fog : tensor([[-0.0531]], device='cuda:0'), diff: 0.0760
image name [1479424441139209821], angle_normal : tensor([[0.0129]], device='cuda:0'), angle_fog : tensor([[0.0325]], device='cuda:0'), diff: 0.0196
image name [1479424442139405393], angle_normal : tensor([[0.1786]], device='cuda:0'), angle_fog : tensor([[0.1360]], device='cuda:0'), diff: 0.0426
image name [1479424443139630242], angle_normal : tensor([[-0.0038]], device='cuda:0'), angle_fog : tensor([[-0.1894]], device='cuda:0'), diff: 0.1856
image name [1479424444139777786], angle_normal : tensor([[0.1010]], device='cuda:0'), angle_fog : tensor([[-0.0418]], device='cuda:0'), diff: 0.1428
image name [1479424445139903688], angle_normal : tensor([[-0.1095]], device='cuda:0'), angle_fog : tensor([[0.1634]], device='cuda:0'), diff: 0.2729
image name [1479424446140095566], angle_normal : tensor([[0.2389]], device='cuda:0'), angle_fog : tensor([[-0.0371]], device='cuda:0'), diff: 0.2760
image name [1479424447140337445], angle_normal : tensor([[0.0775]], device='cuda:0'), angle_fog : tensor([[-0.2874]], device='cuda:0'), diff: 0.3649
image name [1479424448140882157], angle_normal : tensor([[0.0830]], device='cuda:0'), angle_fog : tensor([[-0.0938]], device='cuda:0'), diff: 0.1768
image name [1479424449140682884], angle_normal : tensor([[-0.1090]], device='cuda:0'), angle_fog : tensor([[0.2318]], device='cuda:0'), diff: 0.3408
image name [1479424450140824229], angle_normal : tensor([[0.0424]], device='cuda:0'), angle_fog : tensor([[0.0597]], device='cuda:0'), diff: 0.0173
image name [1479424451141049465], angle_normal : tensor([[0.2105]], device='cuda:0'), angle_fog : tensor([[-0.0600]], device='cuda:0'), diff: 0.2704
image name [1479424452141196363], angle_normal : tensor([[0.0108]], device='cuda:0'), angle_fog : tensor([[0.3043]], device='cuda:0'), diff: 0.2934
image name [1479424453141545063], angle_normal : tensor([[-0.1201]], device='cuda:0'), angle_fog : tensor([[0.0516]], device='cuda:0'), diff: 0.1717
image name [1479424454141573948], angle_normal : tensor([[0.3684]], device='cuda:0'), angle_fog : tensor([[0.2972]], device='cuda:0'), diff: 0.0712
image name [1479424455141757380], angle_normal : tensor([[0.2867]], device='cuda:0'), angle_fog : tensor([[0.2936]], device='cuda:0'), diff: 0.0069
image name [1479424456141785803], angle_normal : tensor([[0.2676]], device='cuda:0'), angle_fog : tensor([[0.2722]], device='cuda:0'), diff: 0.0046
image name [1479424457142060832], angle_normal : tensor([[-0.0451]], device='cuda:0'), angle_fog : tensor([[0.0422]], device='cuda:0'), diff: 0.0873
image name [1479424458142220724], angle_normal : tensor([[0.2501]], device='cuda:0'), angle_fog : tensor([[0.3030]], device='cuda:0'), diff: 0.0529
image name [1479424459142372892], angle_normal : tensor([[0.1228]], device='cuda:0'), angle_fog : tensor([[0.1927]], device='cuda:0'), diff: 0.0699
image name [1479424460142580955], angle_normal : tensor([[0.2740]], device='cuda:0'), angle_fog : tensor([[0.3342]], device='cuda:0'), diff: 0.0602
image name [1479424461142703851], angle_normal : tensor([[0.3119]], device='cuda:0'), angle_fog : tensor([[0.4075]], device='cuda:0'), diff: 0.0956
image name [1479424462142868489], angle_normal : tensor([[-0.6215]], device='cuda:0'), angle_fog : tensor([[-0.8906]], device='cuda:0'), diff: 0.2690
image name [1479424463143127031], angle_normal : tensor([[1.3764]], device='cuda:0'), angle_fog : tensor([[1.5852]], device='cuda:0'), diff: 0.2088
image name [1479424464143279234], angle_normal : tensor([[0.1585]], device='cuda:0'), angle_fog : tensor([[0.4146]], device='cuda:0'), diff: 0.2561
image name [1479424465143397940], angle_normal : tensor([[0.4571]], device='cuda:0'), angle_fog : tensor([[0.5433]], device='cuda:0'), diff: 0.0862
image name [1479424466143559888], angle_normal : tensor([[0.4756]], device='cuda:0'), angle_fog : tensor([[2.7118]], device='cuda:0'), diff: 2.2362
image name [1479424467143763136], angle_normal : tensor([[1.1922]], device='cuda:0'), angle_fog : tensor([[2.1516]], device='cuda:0'), diff: 0.9594
image name [1479424468143972431], angle_normal : tensor([[0.0080]], device='cuda:0'), angle_fog : tensor([[-0.0855]], device='cuda:0'), diff: 0.0934
image name [1479424469144099053], angle_normal : tensor([[0.1649]], device='cuda:0'), angle_fog : tensor([[-0.2181]], device='cuda:0'), diff: 0.3830
image name [1479424470144299203], angle_normal : tensor([[0.9692]], device='cuda:0'), angle_fog : tensor([[1.6375]], device='cuda:0'), diff: 0.6683
image name [1479424471144476947], angle_normal : tensor([[-0.1571]], device='cuda:0'), angle_fog : tensor([[0.1293]], device='cuda:0'), diff: 0.2863
image name [1479424472144676981], angle_normal : tensor([[1.6123]], device='cuda:0'), angle_fog : tensor([[0.6686]], device='cuda:0'), diff: 0.9437
image name [1479424473144690546], angle_normal : tensor([[-0.6412]], device='cuda:0'), angle_fog : tensor([[0.9858]], device='cuda:0'), diff: 1.6270
image name [1479424474144993714], angle_normal : tensor([[0.4215]], device='cuda:0'), angle_fog : tensor([[1.2195]], device='cuda:0'), diff: 0.7980
image name [1479424475145194547], angle_normal : tensor([[0.0200]], device='cuda:0'), angle_fog : tensor([[0.5151]], device='cuda:0'), diff: 0.4951
image name [1479424476145353516], angle_normal : tensor([[0.1189]], device='cuda:0'), angle_fog : tensor([[0.0167]], device='cuda:0'), diff: 0.1023
image name [1479424477145413732], angle_normal : tensor([[-0.2829]], device='cuda:0'), angle_fog : tensor([[-0.2165]], device='cuda:0'), diff: 0.0664
image name [1479424478145576241], angle_normal : tensor([[-0.4275]], device='cuda:0'), angle_fog : tensor([[-0.0615]], device='cuda:0'), diff: 0.3661
image name [1479424479145880045], angle_normal : tensor([[-0.4698]], device='cuda:0'), angle_fog : tensor([[-0.8203]], device='cuda:0'), diff: 0.3505
image name [1479424480145981665], angle_normal : tensor([[2.5919]], device='cuda:0'), angle_fog : tensor([[2.3062]], device='cuda:0'), diff: 0.2857
image name [1479424481146216535], angle_normal : tensor([[0.1738]], device='cuda:0'), angle_fog : tensor([[1.7842]], device='cuda:0'), diff: 1.6105
image name [1479424482146517331], angle_normal : tensor([[0.7672]], device='cuda:0'), angle_fog : tensor([[1.6679]], device='cuda:0'), diff: 0.9007
image name [1479424483146675080], angle_normal : tensor([[0.2777]], device='cuda:0'), angle_fog : tensor([[0.3868]], device='cuda:0'), diff: 0.1091
image name [1479424484146760927], angle_normal : tensor([[0.0098]], device='cuda:0'), angle_fog : tensor([[0.5634]], device='cuda:0'), diff: 0.5536
image name [1479424485146946840], angle_normal : tensor([[0.7361]], device='cuda:0'), angle_fog : tensor([[1.1749]], device='cuda:0'), diff: 0.4388
image name [1479424486147094732], angle_normal : tensor([[2.1198]], device='cuda:0'), angle_fog : tensor([[2.9895]], device='cuda:0'), diff: 0.8697
image name [1479424487147243794], angle_normal : tensor([[-0.0709]], device='cuda:0'), angle_fog : tensor([[0.0239]], device='cuda:0'), diff: 0.0948
image name [1479424488147496805], angle_normal : tensor([[2.4120]], device='cuda:0'), angle_fog : tensor([[2.9756]], device='cuda:0'), diff: 0.5637
image name [1479424489147631199], angle_normal : tensor([[0.3861]], device='cuda:0'), angle_fog : tensor([[0.8091]], device='cuda:0'), diff: 0.4230
image name [1479424490147806197], angle_normal : tensor([[-0.4589]], device='cuda:0'), angle_fog : tensor([[-0.7208]], device='cuda:0'), diff: 0.2619
image name [1479424491147927470], angle_normal : tensor([[0.1190]], device='cuda:0'), angle_fog : tensor([[0.1818]], device='cuda:0'), diff: 0.0628
image name [1479424492148206304], angle_normal : tensor([[0.1525]], device='cuda:0'), angle_fog : tensor([[2.1948]], device='cuda:0'), diff: 2.0423
image name [1479424493148309578], angle_normal : tensor([[0.1490]], device='cuda:0'), angle_fog : tensor([[0.0560]], device='cuda:0'), diff: 0.0931
image name [1479424494148431787], angle_normal : tensor([[0.1337]], device='cuda:0'), angle_fog : tensor([[-0.1504]], device='cuda:0'), diff: 0.2840
image name [1479424495148759988], angle_normal : tensor([[2.3445]], device='cuda:0'), angle_fog : tensor([[2.4379]], device='cuda:0'), diff: 0.0933
image name [1479424496148802249], angle_normal : tensor([[-0.1232]], device='cuda:0'), angle_fog : tensor([[1.8722]], device='cuda:0'), diff: 1.9954
image name [1479424497148953888], angle_normal : tensor([[-0.8021]], device='cuda:0'), angle_fog : tensor([[-0.4730]], device='cuda:0'), diff: 0.3291
image name [1479424498149151836], angle_normal : tensor([[-0.1123]], device='cuda:0'), angle_fog : tensor([[-1.7153]], device='cuda:0'), diff: 1.6031
image name [1479424499149451209], angle_normal : tensor([[0.1876]], device='cuda:0'), angle_fog : tensor([[-2.3770]], device='cuda:0'), diff: 2.5646
image name [1479424500149638321], angle_normal : tensor([[0.9353]], device='cuda:0'), angle_fog : tensor([[-2.4065]], device='cuda:0'), diff: 3.3419
image name [1479424501149725689], angle_normal : tensor([[2.6619]], device='cuda:0'), angle_fog : tensor([[2.8248]], device='cuda:0'), diff: 0.1630
image name [1479424502149958311], angle_normal : tensor([[-0.0202]], device='cuda:0'), angle_fog : tensor([[0.9811]], device='cuda:0'), diff: 1.0013
image name [1479424503150077980], angle_normal : tensor([[0.3644]], device='cuda:0'), angle_fog : tensor([[1.5900]], device='cuda:0'), diff: 1.2257
image name [1479424504150348295], angle_normal : tensor([[0.0905]], device='cuda:0'), angle_fog : tensor([[0.4675]], device='cuda:0'), diff: 0.3770
image name [1479424505150514579], angle_normal : tensor([[0.0338]], device='cuda:0'), angle_fog : tensor([[0.5314]], device='cuda:0'), diff: 0.4976
image name [1479424506150571035], angle_normal : tensor([[0.6265]], device='cuda:0'), angle_fog : tensor([[0.3804]], device='cuda:0'), diff: 0.2461
image name [1479424507150812832], angle_normal : tensor([[-1.3608]], device='cuda:0'), angle_fog : tensor([[-1.7784]], device='cuda:0'), diff: 0.4176
image name [1479424508150950189], angle_normal : tensor([[-1.2028]], device='cuda:0'), angle_fog : tensor([[-2.5756]], device='cuda:0'), diff: 1.3728
image name [1479424509151178080], angle_normal : tensor([[-0.0001]], device='cuda:0'), angle_fog : tensor([[0.1021]], device='cuda:0'), diff: 0.1022
image name [1479424510151477069], angle_normal : tensor([[0.1128]], device='cuda:0'), angle_fog : tensor([[0.0294]], device='cuda:0'), diff: 0.0834
image name [1479424511151461122], angle_normal : tensor([[0.0552]], device='cuda:0'), angle_fog : tensor([[0.8493]], device='cuda:0'), diff: 0.7941
image name [1479424512151693661], angle_normal : tensor([[-0.1568]], device='cuda:0'), angle_fog : tensor([[2.5675]], device='cuda:0'), diff: 2.7243
image name [1479424513151867463], angle_normal : tensor([[0.1065]], device='cuda:0'), angle_fog : tensor([[-0.0239]], device='cuda:0'), diff: 0.1305
image name [1479424514151975348], angle_normal : tensor([[-0.1661]], device='cuda:0'), angle_fog : tensor([[-0.7499]], device='cuda:0'), diff: 0.5838
image name [1479424515152172184], angle_normal : tensor([[-0.2575]], device='cuda:0'), angle_fog : tensor([[-1.4945]], device='cuda:0'), diff: 1.2370
image name [1479424516152402091], angle_normal : tensor([[-0.1331]], device='cuda:0'), angle_fog : tensor([[-1.1792]], device='cuda:0'), diff: 1.0461
image name [1479424517152487566], angle_normal : tensor([[-0.4182]], device='cuda:0'), angle_fog : tensor([[-1.0419]], device='cuda:0'), diff: 0.6237
image name [1479424518152682418], angle_normal : tensor([[0.0121]], device='cuda:0'), angle_fog : tensor([[-0.2454]], device='cuda:0'), diff: 0.2575
image name [1479424519152845330], angle_normal : tensor([[0.0629]], device='cuda:0'), angle_fog : tensor([[0.1200]], device='cuda:0'), diff: 0.0571
image name [1479424520153044997], angle_normal : tensor([[-0.1491]], device='cuda:0'), angle_fog : tensor([[-0.4642]], device='cuda:0'), diff: 0.3151
image name [1479424521153272545], angle_normal : tensor([[-0.1134]], device='cuda:0'), angle_fog : tensor([[-0.0289]], device='cuda:0'), diff: 0.0845
image name [1479424522153407669], angle_normal : tensor([[0.1675]], device='cuda:0'), angle_fog : tensor([[0.3509]], device='cuda:0'), diff: 0.1833
image name [1479424523153599205], angle_normal : tensor([[0.1617]], device='cuda:0'), angle_fog : tensor([[2.2443]], device='cuda:0'), diff: 2.0826
image name [1479424524153708343], angle_normal : tensor([[0.9567]], device='cuda:0'), angle_fog : tensor([[0.5595]], device='cuda:0'), diff: 0.3972
image name [1479424525153888922], angle_normal : tensor([[1.7472]], device='cuda:0'), angle_fog : tensor([[-0.6856]], device='cuda:0'), diff: 2.4328
image name [1479424526154092513], angle_normal : tensor([[-0.0846]], device='cuda:0'), angle_fog : tensor([[-0.6914]], device='cuda:0'), diff: 0.6069
image name [1479424527154314736], angle_normal : tensor([[-0.0777]], device='cuda:0'), angle_fog : tensor([[-0.0633]], device='cuda:0'), diff: 0.0144
image name [1479424528154460426], angle_normal : tensor([[0.2005]], device='cuda:0'), angle_fog : tensor([[0.9284]], device='cuda:0'), diff: 0.7279
image name [1479424529154651737], angle_normal : tensor([[0.0703]], device='cuda:0'), angle_fog : tensor([[-0.0853]], device='cuda:0'), diff: 0.1555
image name [1479424530154758004], angle_normal : tensor([[0.2325]], device='cuda:0'), angle_fog : tensor([[0.3861]], device='cuda:0'), diff: 0.1536
image name [1479424531154948093], angle_normal : tensor([[-0.3152]], device='cuda:0'), angle_fog : tensor([[0.0254]], device='cuda:0'), diff: 0.3406
image name [1479424532155109178], angle_normal : tensor([[0.1146]], device='cuda:0'), angle_fog : tensor([[0.3011]], device='cuda:0'), diff: 0.1864
image name [1479424533155326352], angle_normal : tensor([[-0.4241]], device='cuda:0'), angle_fog : tensor([[-0.1898]], device='cuda:0'), diff: 0.2343
image name [1479424534155489768], angle_normal : tensor([[-1.1519]], device='cuda:0'), angle_fog : tensor([[0.0013]], device='cuda:0'), diff: 1.1532
image name [1479424535155726884], angle_normal : tensor([[-0.8994]], device='cuda:0'), angle_fog : tensor([[-1.5090]], device='cuda:0'), diff: 0.6096
image name [1479424536155837027], angle_normal : tensor([[-1.2812]], device='cuda:0'), angle_fog : tensor([[-1.4558]], device='cuda:0'), diff: 0.1746
image name [1479424537155976596], angle_normal : tensor([[1.1399]], device='cuda:0'), angle_fog : tensor([[-1.3794]], device='cuda:0'), diff: 2.5193
image name [1479424538156220943], angle_normal : tensor([[1.7006]], device='cuda:0'), angle_fog : tensor([[-1.4223]], device='cuda:0'), diff: 3.1229
image name [1479424539156333687], angle_normal : tensor([[1.8987]], device='cuda:0'), angle_fog : tensor([[-0.4947]], device='cuda:0'), diff: 2.3934
image name [1479424540156554492], angle_normal : tensor([[0.0825]], device='cuda:0'), angle_fog : tensor([[-0.2736]], device='cuda:0'), diff: 0.3561
image name [1479424541156658287], angle_normal : tensor([[2.4354]], device='cuda:0'), angle_fog : tensor([[-1.0559]], device='cuda:0'), diff: 3.4912
image name [1479424542156919882], angle_normal : tensor([[2.6016]], device='cuda:0'), angle_fog : tensor([[1.5768]], device='cuda:0'), diff: 1.0248
image name [1479424543157024429], angle_normal : tensor([[0.2252]], device='cuda:0'), angle_fog : tensor([[-0.0111]], device='cuda:0'), diff: 0.2363
image name [1479424544157289121], angle_normal : tensor([[-0.0693]], device='cuda:0'), angle_fog : tensor([[0.5752]], device='cuda:0'), diff: 0.6445
image name [1479424545157409410], angle_normal : tensor([[-0.0586]], device='cuda:0'), angle_fog : tensor([[0.4720]], device='cuda:0'), diff: 0.5307
image name [1479424546157630198], angle_normal : tensor([[0.0240]], device='cuda:0'), angle_fog : tensor([[0.8364]], device='cuda:0'), diff: 0.8124
image name [1479424547157751653], angle_normal : tensor([[-0.1136]], device='cuda:0'), angle_fog : tensor([[-1.9523]], device='cuda:0'), diff: 1.8387
image name [1479424548157954691], angle_normal : tensor([[0.0780]], device='cuda:0'), angle_fog : tensor([[0.5137]], device='cuda:0'), diff: 0.4356
image name [1479424549158106557], angle_normal : tensor([[-0.1705]], device='cuda:0'), angle_fog : tensor([[0.5471]], device='cuda:0'), diff: 0.7175
image name [1479424550158319937], angle_normal : tensor([[-0.3893]], device='cuda:0'), angle_fog : tensor([[-0.0857]], device='cuda:0'), diff: 0.3036
image name [1479424551158453981], angle_normal : tensor([[0.6285]], device='cuda:0'), angle_fog : tensor([[0.4034]], device='cuda:0'), diff: 0.2250
image name [1479424552158683780], angle_normal : tensor([[0.0789]], device='cuda:0'), angle_fog : tensor([[0.8074]], device='cuda:0'), diff: 0.7285
image name [1479424553158819809], angle_normal : tensor([[0.1696]], device='cuda:0'), angle_fog : tensor([[0.4263]], device='cuda:0'), diff: 0.2567
image name [1479424554159021292], angle_normal : tensor([[0.0255]], device='cuda:0'), angle_fog : tensor([[0.3091]], device='cuda:0'), diff: 0.2836
image name [1479424555159259984], angle_normal : tensor([[0.0334]], device='cuda:0'), angle_fog : tensor([[-1.6922]], device='cuda:0'), diff: 1.7255
image name [1479424556159259753], angle_normal : tensor([[0.7141]], device='cuda:0'), angle_fog : tensor([[-0.2907]], device='cuda:0'), diff: 1.0049
image name [1479424557159547926], angle_normal : tensor([[0.3192]], device='cuda:0'), angle_fog : tensor([[-0.9254]], device='cuda:0'), diff: 1.2446
image name [1479424558159665378], angle_normal : tensor([[0.4356]], device='cuda:0'), angle_fog : tensor([[2.8927]], device='cuda:0'), diff: 2.4570
image name [1479424559159813207], angle_normal : tensor([[0.0275]], device='cuda:0'), angle_fog : tensor([[0.3317]], device='cuda:0'), diff: 0.3042
image name [1479424560160028296], angle_normal : tensor([[2.3468]], device='cuda:0'), angle_fog : tensor([[2.9127]], device='cuda:0'), diff: 0.5660
image name [1479424561160182959], angle_normal : tensor([[0.1685]], device='cuda:0'), angle_fog : tensor([[-0.1272]], device='cuda:0'), diff: 0.2957
image name [1479424562160355310], angle_normal : tensor([[0.1138]], device='cuda:0'), angle_fog : tensor([[1.2538]], device='cuda:0'), diff: 1.1400
image name [1479424563160566111], angle_normal : tensor([[0.0837]], device='cuda:0'), angle_fog : tensor([[0.6596]], device='cuda:0'), diff: 0.5759
image name [1479424564160685523], angle_normal : tensor([[0.0691]], device='cuda:0'), angle_fog : tensor([[0.5152]], device='cuda:0'), diff: 0.4460
image name [1479424565161626797], angle_normal : tensor([[-0.0357]], device='cuda:0'), angle_fog : tensor([[0.5681]], device='cuda:0'), diff: 0.6039
image name [1479424566161075712], angle_normal : tensor([[-0.1598]], device='cuda:0'), angle_fog : tensor([[0.3530]], device='cuda:0'), diff: 0.5129
image name [1479424567161261287], angle_normal : tensor([[-0.0910]], device='cuda:0'), angle_fog : tensor([[0.2181]], device='cuda:0'), diff: 0.3091
image name [1479424568161454769], angle_normal : tensor([[-0.2599]], device='cuda:0'), angle_fog : tensor([[-0.5786]], device='cuda:0'), diff: 0.3187
image name [1479424569161635078], angle_normal : tensor([[0.1469]], device='cuda:0'), angle_fog : tensor([[-0.9925]], device='cuda:0'), diff: 1.1394
image name [1479424570161758412], angle_normal : tensor([[0.2637]], device='cuda:0'), angle_fog : tensor([[0.6904]], device='cuda:0'), diff: 0.4268
image name [1479424571161979650], angle_normal : tensor([[-0.2424]], device='cuda:0'), angle_fog : tensor([[-1.5268]], device='cuda:0'), diff: 1.2844
image name [1479424572162077272], angle_normal : tensor([[-0.3452]], device='cuda:0'), angle_fog : tensor([[1.2506]], device='cuda:0'), diff: 1.5958
image name [1479424573162319325], angle_normal : tensor([[-0.2917]], device='cuda:0'), angle_fog : tensor([[1.0743]], device='cuda:0'), diff: 1.3661
image name [1479424574162432842], angle_normal : tensor([[-0.2109]], device='cuda:0'), angle_fog : tensor([[0.4610]], device='cuda:0'), diff: 0.6720
image name [1479424575162672795], angle_normal : tensor([[-0.0468]], device='cuda:0'), angle_fog : tensor([[0.2178]], device='cuda:0'), diff: 0.2646
image name [1479424576162882955], angle_normal : tensor([[-0.2722]], device='cuda:0'), angle_fog : tensor([[0.0839]], device='cuda:0'), diff: 0.3561
image name [1479424577163046606], angle_normal : tensor([[-0.3114]], device='cuda:0'), angle_fog : tensor([[0.1513]], device='cuda:0'), diff: 0.4627
image name [1479424578163144768], angle_normal : tensor([[0.1279]], device='cuda:0'), angle_fog : tensor([[0.1325]], device='cuda:0'), diff: 0.0047
image name [1479424579163302702], angle_normal : tensor([[0.1558]], device='cuda:0'), angle_fog : tensor([[-0.4078]], device='cuda:0'), diff: 0.5635
image name [1479424580163572072], angle_normal : tensor([[0.2066]], device='cuda:0'), angle_fog : tensor([[0.2862]], device='cuda:0'), diff: 0.0797
image name [1479424581163668891], angle_normal : tensor([[0.1769]], device='cuda:0'), angle_fog : tensor([[-0.2141]], device='cuda:0'), diff: 0.3910
image name [1479424582163872755], angle_normal : tensor([[0.1871]], device='cuda:0'), angle_fog : tensor([[0.2453]], device='cuda:0'), diff: 0.0582
image name [1479424583164091042], angle_normal : tensor([[-0.0048]], device='cuda:0'), angle_fog : tensor([[0.0794]], device='cuda:0'), diff: 0.0842
image name [1479424584164263607], angle_normal : tensor([[-0.2688]], device='cuda:0'), angle_fog : tensor([[-0.1786]], device='cuda:0'), diff: 0.0901
image name [1479424585164383852], angle_normal : tensor([[-0.0557]], device='cuda:0'), angle_fog : tensor([[0.0864]], device='cuda:0'), diff: 0.1420
image name [1479424586164594794], angle_normal : tensor([[1.5129]], device='cuda:0'), angle_fog : tensor([[0.0555]], device='cuda:0'), diff: 1.4574
image name [1479424587164816016], angle_normal : tensor([[1.0035]], device='cuda:0'), angle_fog : tensor([[2.7920]], device='cuda:0'), diff: 1.7885
image name [1479424588164925754], angle_normal : tensor([[-1.1789]], device='cuda:0'), angle_fog : tensor([[-0.1924]], device='cuda:0'), diff: 0.9865
image name [1479424589165133970], angle_normal : tensor([[-1.6456]], device='cuda:0'), angle_fog : tensor([[0.0362]], device='cuda:0'), diff: 1.6818
image name [1479424590165407176], angle_normal : tensor([[0.3274]], device='cuda:0'), angle_fog : tensor([[1.7305]], device='cuda:0'), diff: 1.4031
image name [1479424591165569616], angle_normal : tensor([[0.1358]], device='cuda:0'), angle_fog : tensor([[-1.1303]], device='cuda:0'), diff: 1.2662
image name [1479424592165737065], angle_normal : tensor([[0.0190]], device='cuda:0'), angle_fog : tensor([[-0.0148]], device='cuda:0'), diff: 0.0337
image name [1479424593165847217], angle_normal : tensor([[-0.1385]], device='cuda:0'), angle_fog : tensor([[-0.1529]], device='cuda:0'), diff: 0.0144
image name [1479424594166119429], angle_normal : tensor([[-0.2072]], device='cuda:0'), angle_fog : tensor([[0.2910]], device='cuda:0'), diff: 0.4982
image name [1479424595166176808], angle_normal : tensor([[0.2148]], device='cuda:0'), angle_fog : tensor([[-0.4820]], device='cuda:0'), diff: 0.6968
image name [1479424596166474714], angle_normal : tensor([[2.1495]], device='cuda:0'), angle_fog : tensor([[-0.4787]], device='cuda:0'), diff: 2.6282
image name [1479424597166563479], angle_normal : tensor([[0.1841]], device='cuda:0'), angle_fog : tensor([[-0.2731]], device='cuda:0'), diff: 0.4572
image name [1479424598166761116], angle_normal : tensor([[-0.2718]], device='cuda:0'), angle_fog : tensor([[-0.7864]], device='cuda:0'), diff: 0.5146
image name [1479424599166840942], angle_normal : tensor([[-0.2454]], device='cuda:0'), angle_fog : tensor([[-1.7892]], device='cuda:0'), diff: 1.5438
